id,target
0,4026033.0259959577
1,1135981.9794647405
2,1068203.2980301273
3,320875.4663778151
4,1155913.3618647517
5,1163657.2091509793
6,792711.2092779733
7,1993249.580308549
8,2067476.469145444
9,687103.1026250639
10,4603059.770622375
11,1049792.7144217598
12,748738.308834622
13,817629.5594695893
14,777307.8309297317
15,612234.0152218966
16,446711.257426358
17,550212.792274658
18,556993.269025318
19,1035534.9589658615
20,939985.4429183882
21,863665.2515850372
22,753806.4878496487
23,771840.82384328
24,1508797.222018112
25,1035751.9996143375
26,466651.15072729235
27,711717.7531899785
28,589408.3001659855
29,2233912.6045925757
30,235827.7953357297
31,1389000.7209984444
32,503306.2258169338
33,394757.74428325106
34,1063262.7680158992
35,1257844.4341123973
36,1041604.577336953
37,357043.89280281926
38,847424.1889756356
39,1094490.9105204516
40,815880.4121265007
41,3005877.362112881
42,527896.0909862291
43,2086245.3717087596
44,969933.049280668
45,2588570.7850977127
46,1929806.5336889536
47,11044941.692643484
48,958582.3923560828
49,822659.551372855
50,3594295.239410284
51,893367.819130592
52,584614.8483453688
53,1053191.8315647566
54,263265.23665024084
55,531139.969701804
56,353890.15189403854
57,1725360.562512248
58,1323274.245052097
59,225268.58147135563
60,1113848.4246300138
61,731329.9235945039
62,591137.6140324556
63,2147437.408824261
64,2278272.4639127487
65,662627.9881942032
66,1089747.624834835
67,2440092.939057871
68,681011.499251839
69,1183660.2029758017
70,2892002.6187246237
71,1113528.5009800887
72,652993.9234287475
73,740100.1807640152
74,670673.4236606986
75,773452.3393923441
76,249103.1760989111
77,1264243.9477432189
78,785502.8227261722
79,3700290.032607728
80,7220661.766931084
81,1252071.5182162556
82,901823.0926827932
83,863196.9303154073
84,12869176.524013178
85,1276568.1522455276
86,770991.0593416257
87,529416.6802925224
88,2294134.4869438857
89,1682975.1398266193
90,945419.9290086867
91,8041059.945616724
92,1457367.327768465
93,1162424.7935268516
94,2235033.9036910622
95,883539.9995436405
96,252925.86762407218
97,293913.5853233042
98,481931.92136623245
99,9401276.470991807
100,1298643.537474381
101,1657758.6635804249
102,723060.8596295348
103,5935756.802262643
104,364261.7897893138
105,1801789.1978173605
106,948019.2249933776
107,3917325.21954799
108,1416751.7607997784
109,1830215.22743059
110,1360869.43082668
111,1449506.6142797829
112,1399774.4860227336
113,4046392.294522601
114,1967499.3400296322
115,1740843.3832897334
116,818261.061337259
117,2263636.323350864
118,1438004.1957884836
119,190237.1131738598
120,502219.89064578677
121,2096013.9398010552
122,585339.2455466038
123,744703.1758558722
124,1005475.0418319802
125,2394157.610547006
126,673438.0881348149
127,2254495.469743345
128,922621.4539694719
129,1191557.1201152299
130,7614913.764949208
131,1205711.019217946
132,422685.17011552287
133,8353786.399024581
134,2434018.755803138
135,2269782.362336156
136,668902.1384025987
137,239067.32205709763
138,877298.568382048
139,4367738.292699014
140,986923.063376134
141,10238749.460320417
142,7669641.956596313
143,4982292.343559755
144,1752433.2905528564
145,1031502.7952070923
146,746251.139217017
147,619047.7380468191
148,437099.2811826978
149,2189547.3219774463
150,238284.13666307693
151,823918.8036460808
152,288403.23944753077
153,1078463.7831083015
154,9277658.506497001
155,1731677.532590481
156,1047377.3784831302
157,490887.54657092376
158,2336189.6615579366
159,519367.25472584495
160,188627.68311466547
161,776748.6895959018
162,872480.5505985968
163,5216276.182443412
164,947073.5099517988
165,377226.32679383236
166,659283.8063159019
167,661522.027658244
168,759438.2857354978
169,1139230.6074241563
170,1982206.854917314
171,1791762.309941914
172,1138775.6560524593
173,618622.5096118577
174,1231282.268279658
175,388232.1308688681
176,983602.1927131426
177,7621209.451722903
178,1184220.0976410382
179,219016.659375
180,850767.3089678306
181,1993249.580308549
182,831392.1455362904
183,326953.81618659693
184,7074545.305891114
185,628161.2756787203
186,967273.4027770922
187,1502231.1422460137
188,807393.2867448395
189,686512.7773827969
190,733668.0152063633
191,1818366.914965208
192,799883.9457276061
193,805571.8037700467
194,731864.7695675605
195,720090.6607351836
196,269838.14144562266
197,1171745.5508932169
198,1918428.7960674795
199,878964.6493771576
200,349561.49632404157
201,748654.237541212
202,7488349.805923855
203,960122.6382082433
204,1349745.8024939222
205,990247.9039267696
206,947723.1076617964
207,1097255.8616891308
208,1160060.280364376
209,1483535.7752668196
210,663091.9715171105
211,6725078.017673996
212,1380153.5520126733
213,594162.2302189053
214,206879.35406461265
215,727959.4798687971
216,5294682.296892976
217,877510.3214363689
218,1315416.902534586
219,1992019.5554187268
220,2288426.4501670203
221,1033032.6941274159
222,378327.96093132754
223,3023789.3931089304
224,961739.1489971733
225,651957.5762548659
226,1421656.9891805546
227,152379.20771746384
228,689014.0459966226
229,1970329.1792838722
230,823793.4736731744
231,754668.8339605815
232,159223.45
233,1273613.932018626
234,1993249.580308549
235,808290.8532
236,658429.3928694971
237,3790280.922836161
238,1833769.7021897915
239,772679.7847680165
240,10323420.452946635
241,6207261.6038320605
242,8905928.470683178
243,2114373.510937816
244,2777478.704393823
245,246945.7024187956
246,547377.2899106791
247,2683062.733804577
248,723523.2111218345
249,771273.5285093513
250,188863.1239053061
251,2741265.054898228
252,703663.0050616225
253,657731.2476852129
254,656915.8477180722
255,2200196.333012625
256,688011.198238997
257,3166351.382238395
258,2721015.1554503785
259,626376.9557240695
260,1560699.1499061058
261,276783.4950856422
262,1483661.8042237707
263,1418962.4786934156
264,571201.3906001535
265,2001007.993599971
266,798111.6715334053
267,1417171.4793120243
268,1341035.6254991381
269,2937530.6255055466
270,710640.7335715584
271,842003.6194748217
272,1469963.7968609352
273,5694646.775966451
274,1989606.5611112788
275,1211232.2466329238
276,520979.23554680345
277,545121.7487605046
278,1003527.634234421
279,2975390.1972885826
280,1803445.3728702269
281,623505.5863734704
282,347513.64375
283,1207274.4905738127
284,294688.53995892894
285,4255860.5197382625
286,1164418.2465755213
287,1164482.274069526
288,918854.5292345254
289,864047.8506768796
290,1698622.831524999
291,2004180.6300279193
292,2641285.6935021156
293,3153273.3776903236
294,608137.2665675746
295,912203.2088425078
296,9005975.93324404
297,1181726.269808884
298,1029114.0859939598
299,1605837.206390844
300,760872.9591863076
301,666505.7054424441
302,1204421.2252399414
303,953799.2411017355
304,10195685.217286052
305,2056156.2178855962
306,1486369.2379442104
307,2686922.126884331
308,2076440.7393842016
309,532105.7702522737
310,858732.4660555342
311,10959117.142358974
312,695214.3659443206
313,1307365.6436550983
314,1086487.3535772744
315,982977.7969669134
316,1355156.8267869833
317,2701135.4619864207
318,1333472.7137140306
319,597621.6961380704
320,1816433.4475788958
321,1832209.5181323816
322,2343515.03381694
323,833862.7674133775
324,613470.567331707
325,437220.2261325095
326,2239898.5221576085
327,13175461.004959133
328,1819086.0217087597
329,1523125.5889612143
330,1269412.573939332
331,872268.7663610466
332,918280.0575819041
333,1755551.4123015068
334,1625664.4845323924
335,434312.41477547726
336,3812443.3392604813
337,1623317.8442345783
338,1485676.963580031
339,915943.4518282991
340,1293840.3672626906
341,877656.2037065696
342,262041.240108936
343,2461272.6024738364
344,1082240.9918101616
345,1535834.5798664333
346,707101.3507609104
347,1950369.3907628767
348,3039027.608262184
349,315588.9386053623
350,1365950.7205990124
351,491308.0235206956
352,265686.29752529494
353,1557351.4689067604
354,2499638.9878281844
355,193456.58648854817
356,622598.9703368782
357,926476.459088007
358,1608536.193417509
359,727087.73741806
360,984338.1551968117
361,2254296.5269165765
362,806694.2077547272
363,3400798.3823465295
364,1142248.2130426427
365,1517840.005205506
366,136644.6116964003
367,9372134.792317465
368,722379.8145679962
369,298710.5338069492
370,2396157.6446055397
371,7737690.029529738
372,3585281.0288055846
373,3948455.8326926255
374,5837163.269736689
375,1533777.7642797828
376,914298.7722533133
377,774832.9424695035
378,1210067.7188399162
379,1095094.6911285908
380,1127991.3510010187
381,708627.2859588914
382,564370.245719819
383,8584558.802609984
384,213180.00591124836
385,810844.3985284293
386,1973412.3867090396
387,904739.6685675916
388,1023236.0327969871
389,1228370.845580063
390,1848435.7203942828
391,859402.7433180489
392,4123000.426483919
393,1466933.7968609352
394,679351.0667010285
395,695623.1416537439
396,1080795.9748563233
397,227047.8079295712
398,513054.4632342897
399,2383337.787862868
400,395692.31886202656
401,1058190.79387776
402,390701.97081038624
403,2671822.6788068665
404,2883230.3309636256
405,288900.57279292814
406,4820834.862891031
407,1067333.5520417897
408,1210143.2009724353
409,1724068.8708874707
410,2443454.2832198944
411,8364771.257941194
412,273552.2830196117
413,2155851.0717087598
414,1148965.0474508568
415,1110749.6432317898
416,968439.0703387707
417,1458829.530524572
418,8384598.5477795955
419,2010153.8947988967
420,888565.8948741897
421,916424.3383963596
422,5347384.725166659
423,3470001.1397972433
424,883335.8937868171
425,308307.36536846677
426,714393.9043979216
427,8261384.374311986
428,2609554.938309569
429,837887.6846072358
430,1124347.611760553
431,2120584.741960588
432,767266.3650918213
433,1485257.971578467
434,2429779.392508948
435,2798733.8995766067
